sha,utc,attributed_to,attribution_method,files_changed,outside_auditor_scope,subject
8411840a9b7a5f44fa4bf24c8c5373ce09839661,2026-06-02 12:47,UNATTRIBUTED,unattributed,0,0,Add files via upload
d5e6b1bedd356b613a89b028dcbd06ec5cb6534d,2026-06-02 12:51,UNATTRIBUTED,unattributed,1,0,Update vercel.json
5953b4971918f7e5d3d45780b4510347103dcb24,2026-06-03 06:36,UNATTRIBUTED,unattributed,1,0,Add files via upload
36ca5a37cdaed4d387fe4c9bb1a347a53b9551cf,2026-06-03 07:10,UNATTRIBUTED,unattributed,29,0,Add files via upload
0f4a7756297174df739ba12ab0f078c66cdc4e61,2026-06-03 07:12,UNATTRIBUTED,unattributed,0,0,Add files via upload
dd3c41bbba319de97a47b7de00068e2e6962f261,2026-06-03 08:05,UNATTRIBUTED,unattributed,0,0,Add files via upload
fbb3f35af0b481b6d7fb42ae3f5bb813ee458700,2026-06-03 08:07,UNATTRIBUTED,unattributed,0,0,Add files via upload
e56f0beeedf800a15e3b7086f016ec322fab5891,2026-06-03 14:06,UNATTRIBUTED,unattributed,3,0,Add files via upload
8711e59af737e660db22fcf868d443840b3fb6b1,2026-06-03 14:10,UNATTRIBUTED,unattributed,1,0,Update vercel.json
81a8951c1280b6bbbc2f96018398b2b6c5c4d8d7,2026-06-03 14:13,UNATTRIBUTED,unattributed,1,0,Update vercel.json
341c2d65f039476b0aa5af6030428fc543842aff,2026-06-04 06:16,UNATTRIBUTED,unattributed,1,0,Add files via upload
fb5371559aae2d1ec5a3bca96443dd680626d539,2026-06-05 13:10,UNATTRIBUTED,unattributed,8,0,Add files via upload
ebdae3fbad4f8487a79dbe1592c450422ff6475f,2026-06-05 15:14,UNATTRIBUTED,unattributed,20,0,Add files via upload
d2a78d611dff53c5dc83b1ac5015acb417c6c720,2026-06-05 17:02,UNATTRIBUTED,unattributed,1,0,Add files via upload
84bbdc6a07d1519f27f60c4e575b60d38808d7f1,2026-06-05 17:30,UNATTRIBUTED,unattributed,2,0,Add files via upload
d1b18339882b9ad6b5c5e760bfc82442f58a9d49,2026-06-05 18:06,UNATTRIBUTED,unattributed,1,0,Add files via upload
a2285c42d7efcfe401d2ab1b785f8405b69d1bc9,2026-06-05 19:17,UNATTRIBUTED,unattributed,4,0,Add files via upload
0c296fff0c093cb96e8ba7bba8056eaf7e527975,2026-06-05 19:47,UNATTRIBUTED,unattributed,1,0,Add files via upload
969cee22008f7510ec2537e60e49ed393f19756c,2026-06-05 19:54,UNATTRIBUTED,unattributed,1,0,Add files via upload
3b35311c34d97363288a7e7344a67f7c129aaf77,2026-06-05 20:24,UNATTRIBUTED,unattributed,1,0,Add files via upload
ccebdf7341531f2be64811a23b5788d91446d4f6,2026-06-05 20:28,UNATTRIBUTED,unattributed,1,0,Add files via upload
ab1a91777c8a8ce931b595af36a77de83c46327e,2026-06-05 20:32,UNATTRIBUTED,unattributed,1,0,Add files via upload
d0a4df932a44d8345ffd438d0883b925dd30eec8,2026-06-05 20:42,UNATTRIBUTED,unattributed,1,0,Add files via upload
b30164029adb6a545499a8cf9cbb1b0d6fa6c690,2026-06-05 20:56,UNATTRIBUTED,unattributed,1,0,Update claude.js
1634d6d08e4e66646b632a3c102a90c9fdb3e9f8,2026-06-05 21:09,UNATTRIBUTED,unattributed,1,0,Update index.html
76ea8f8ab24fd02c408dd96adb57186701d614e5,2026-06-05 21:15,UNATTRIBUTED,unattributed,1,0,Add files via upload
e6dd000e5c4972a7d6afb56e51331251d02ec17e,2026-06-05 21:24,UNATTRIBUTED,unattributed,1,0,Add files via upload
437d2fd693d1b65ff51945ebdf2a6f350baae829,2026-06-05 21:46,UNATTRIBUTED,unattributed,2,0,Add files via upload
983366b1f416641af190a74f4fa3196a3932beeb,2026-06-05 21:50,UNATTRIBUTED,unattributed,1,0,Add files via upload
e48bed3de304a8b7fb9455cad7231558d38fe4ce,2026-06-05 22:06,UNATTRIBUTED,unattributed,1,0,Add files via upload
b0d7ba5ffcaa76ecb9fbf57ef9e85efb3820c013,2026-06-05 22:12,UNATTRIBUTED,unattributed,0,0,Add files via upload
8e27dbd0abe39b9c5397689abbf34e7619e88e05,2026-06-05 22:24,UNATTRIBUTED,unattributed,1,0,Add files via upload
724822741e7441c3cda9f86135c498b37ede62de,2026-06-06 11:10,UNATTRIBUTED,unattributed,1,0,Add files via upload
b2dc673a0623c185bbca5b5c11ebd6c9d695e8bf,2026-06-06 11:19,UNATTRIBUTED,unattributed,1,0,Add files via upload
9d3ba75205f4b0f387ac235b84ffe3fd45a6809d,2026-06-06 11:22,UNATTRIBUTED,unattributed,1,0,Update sairncode.html
3a8343be965d374518957679f92f084225dc879c,2026-06-06 11:29,UNATTRIBUTED,unattributed,1,0,Add files via upload
48c7108d599eac10789480ae91ebf6123396932d,2026-06-06 11:35,UNATTRIBUTED,unattributed,1,0,Add files via upload
bf9bcdd4a2c5fb3faeb29eb31b516eaf66e81fc2,2026-06-06 11:40,UNATTRIBUTED,unattributed,1,0,Add files via upload
7975940fbc747b2ce30e34c3a5785aed5eafb70f,2026-06-06 12:00,UNATTRIBUTED,unattributed,1,0,Add files via upload
73e8f801938e8043e025623951c1fa47e8e8a1b1,2026-06-06 15:40,UNATTRIBUTED,unattributed,8,0,Add files via upload
4736a82fe70dc4442f636d5f88c0885a6c4a96ff,2026-06-06 15:45,UNATTRIBUTED,unattributed,13,0,Add files via upload
381b980f1889aab408a491a9c13200c08d5d1df3,2026-06-06 15:49,UNATTRIBUTED,unattributed,0,0,Add files via upload
38c0d2aa125a272824ca38fbeebea84919cffa67,2026-06-06 20:40,UNATTRIBUTED,unattributed,1,0,Add files via upload
9f2e63be81b7d09dc85672829f0f45abb67e25d9,2026-06-06 20:46,UNATTRIBUTED,unattributed,1,0,Add files via upload
1bd1198d64422a5212f4818ba7eb61a769bcfad3,2026-06-06 20:55,UNATTRIBUTED,unattributed,1,0,Add files via upload
80986f36fee925c1e60cd104634ee09f392df1e6,2026-06-06 21:10,UNATTRIBUTED,unattributed,1,0,Add files via upload
54c8c82f001d933252a339d7a0301c776e95010f,2026-06-06 21:16,UNATTRIBUTED,unattributed,1,0,Add files via upload
a7d28ab167da81bea9233a5b2d628b8435a47bd8,2026-06-06 21:29,UNATTRIBUTED,unattributed,1,0,Add files via upload
d9e9f4b07890cc8a4fb5b39f1917e59425f739bc,2026-06-06 21:48,UNATTRIBUTED,unattributed,1,0,Add files via upload
e29998586e03ee23d77f45041c5fdbafdf4b4cdc,2026-06-06 21:56,UNATTRIBUTED,unattributed,1,0,Add files via upload
1ad401e3927bc052baf1c5456fcca977f4479e80,2026-06-06 22:09,UNATTRIBUTED,unattributed,1,0,Add files via upload
94a302517e48ccb75bc6bb67352dce993840fac1,2026-06-06 22:24,UNATTRIBUTED,unattributed,1,0,Add files via upload
460dea83cacea64ae79798ddcf41f84789ae508d,2026-06-06 23:04,UNATTRIBUTED,unattributed,13,0,Add files via upload
b5d1fd3372e0a6925fd39beadb355f4cd3e86130,2026-06-06 23:14,UNATTRIBUTED,unattributed,9,0,Add files via upload
6bc97afb06a59cebd0ce2f2f96efe4b56e3e7511,2026-06-06 23:24,UNATTRIBUTED,unattributed,1,0,Add files via upload
47978a95aec8f3db3b8f9470229c59a8ceab2add,2026-06-06 23:29,UNATTRIBUTED,unattributed,1,0,Add files via upload
0b15c454534f565f9fe1bce1e833fcfbe9dcd004,2026-06-06 23:37,UNATTRIBUTED,unattributed,1,0,Add files via upload
a7cfa6d95bac4f212ec76f42d3568db1ba8583a5,2026-06-06 23:51,UNATTRIBUTED,unattributed,1,0,Add files via upload
f11a53bbd1a9b6ffcbc72a7c4c04f0edf303dcd5,2026-06-07 09:05,UNATTRIBUTED,unattributed,8,0,Add files via upload
69ca8cca2632d9e58bce0b68047b8172695572de,2026-06-07 09:12,UNATTRIBUTED,unattributed,9,0,Add files via upload
1f357d55938b02821ca1f574e7ea48000c0812ae,2026-06-07 09:56,UNATTRIBUTED,unattributed,10,0,Add files via upload
4d216ade427cfbad4a521a13a4d8e1abad246d2f,2026-06-07 10:18,UNATTRIBUTED,unattributed,21,0,Add files via upload
1aff713348b8b4de398a4ad2b717e0840a39f19b,2026-06-07 10:23,UNATTRIBUTED,unattributed,12,0,Add files via upload
33bff30c8d0ab4bfb988db06870b3b4e0175da06,2026-06-07 10:54,UNATTRIBUTED,unattributed,21,0,Add files via upload
03febca8d1c082e5189f7ce50a18d07d04df1ac1,2026-06-07 10:58,UNATTRIBUTED,unattributed,1,0,Add files via upload
ecd70610957edea01e9d4df2bfc82a29ae151c08,2026-06-07 12:09,UNATTRIBUTED,unattributed,9,0,Add files via upload
6d1061ab760b1e028a13f76bfd51f632244a4b42,2026-06-08 09:39,UNATTRIBUTED,unattributed,1,0,Add files via upload
ca6d1d2b6e8d33b6b4d060627249d2feb6b210e9,2026-06-08 13:07,UNATTRIBUTED,unattributed,1,0,Create mdibert
5f1a64ae44536d9ab99bd7594d343c403cb9de97,2026-06-09 10:26,UNATTRIBUTED,unattributed,1,0,Add full pricing section with Stripe checkout buttons
833106f35bb7682be8be40896f6944cc5f8f6ab4,2026-06-09 10:31,UNATTRIBUTED,unattributed,2,0,Add Stripe checkout API endpoint and route
f6ccbd982de95f1bd21b959cff3bba88e6ff48a9,2026-06-09 10:47,UNATTRIBUTED,unattributed,0,0,Trigger redeploy with Stripe env var
07e34f6a16530bb897548709824706aaeb58073f,2026-06-09 10:56,UNATTRIBUTED,unattributed,1,0,Fix Stripe API path for Vercel routing
19f71c629e569e182738715f86d33588295ba60d,2026-06-09 11:00,UNATTRIBUTED,unattributed,1,0,Fix onclick quote encoding in pricing buttons
7960f006059af0a392187b0b4d8e50e69c7b4f9b,2026-06-09 11:06,UNATTRIBUTED,unattributed,1,0,Fix startCheckout event passing in pricing buttons
152ccb780e43623ca74ff012ca3b5b864511948c,2026-06-09 11:10,UNATTRIBUTED,unattributed,1,0,Simplify checkout function - remove button state
e508f57bc249cd3a450c9e629d10f9d1069db6e5,2026-06-09 11:14,UNATTRIBUTED,unattributed,1,0,Fix pricing section z-index and background
6c6d4f32d953da23e2a7d333d16b11b0efdde48f,2026-06-09 11:17,UNATTRIBUTED,unattributed,1,0,Stop event propagation on pricing buttons
fd1e28ddd850b675f0431e67df415b99a9056d8b,2026-06-09 11:23,UNATTRIBUTED,unattributed,2,0,Add dedicated pricing page
bb9730aa3e0ea527c8324bfe44f7656a12a46b31,2026-06-09 11:41,UNATTRIBUTED,unattributed,1,0,Fix price ID mapping to match actual Stripe products
75a6f7cb6ccd391172105009445186d3182429b2,2026-06-09 11:47,UNATTRIBUTED,unattributed,1,0,Add pricing link to NEXUS nav
6ef6de017a0fd0b4e41d89a7c753e6849ccd22f1,2026-06-10 13:30,UNATTRIBUTED,unattributed,1,0,Add files via upload
fe10a9b9a30c23f18c66306c9896950f5b10446e,2026-06-10 13:47,UNATTRIBUTED,unattributed,0,0,Update sairncomm 444.html
45fb4900cbf3cfff66446348973dd67e009f154b,2026-06-10 13:51,UNATTRIBUTED,unattributed,1,0,Add SAIRNcomm
dc82fb66a3467ba796fa9be7a79e286d9dcee6d9,2026-06-10 13:56,UNATTRIBUTED,unattributed,1,0,Add sairncomm route
adc6c1638f4720d05abb279891ab0bc7583b0c84,2026-06-10 14:20,UNATTRIBUTED,unattributed,1,0,Fix auth tab switching
23b393df56ac8e01d42ca43f5c66b69c6725c090,2026-06-10 14:53,UNATTRIBUTED,unattributed,1,0,Replace prompt with inline Claude input
6953a11193e337ed8f809b8393b7d5a873106d9f,2026-06-10 15:11,UNATTRIBUTED,unattributed,1,0,Fix Claude inline input
437e83cc483e49cbe3158e71a9ed72f26902c99d,2026-06-10 15:18,UNATTRIBUTED,unattributed,1,0,Add sairncomm to Claude proxy allowlist
fce4ab04f4db47904ed4cea481faccd333459bb2,2026-06-10 15:45,UNATTRIBUTED,unattributed,1,0,Add files via upload
5dbed5a6fa5adefa1cf84cb68ac74e5df29da4e2,2026-06-10 15:53,UNATTRIBUTED,unattributed,1,0,Fix Claude response display
c310440d0536930e2335b7f8f899dffb1efafd90,2026-06-10 16:01,UNATTRIBUTED,unattributed,1,0,Add files via upload
